title,brand_name,item_type,condition,price,item_subtype,department,gender,age_group,size,size_type,color_primary,color_secondary,material_primary,material_secondary,pattern,closure,fit,sleeve_length,neckline,style,occasion,season,sport,model_name,product_line,style_code,has_box,condition_detail,release_year,original_price,initial_price,initial_price_catalog_item
New In The Box Tretorn Hailey Pink Canvas Sneakers Size 6 Womens Opens in a new window or tab,Tretorn,sneakers,new,23.5,,footwear,women,adult,6,US,Pink,,Canvas,,,,,,,,,,,Hailey,,,yes,Brand New,,,,Canvas Tote
ASICS Gel-1130 Running Shoes Men's Size 12 Opens in a new window or tab,ASICS,sneakers,new,82.5,running shoes,footwear,men,adult,12,US,,,,,,,,,,,,,,Gel-1130,,,,Brand New,,,,Running Shoes
W ZOOM VAPOR 12 HC White Tennis Shoes size 6 women Opens in a new window or tab,Nike,sneakers,new,60.0,tennis shoes,footwear,women,adult,6,US,White,,,,,,,,,,,,Tennis,ZOOM VAPOR 12 HC,,,,Brand New,,,,Running Shoes
"New Listing Asics Megablast, Brand New, Size Men’s 9 -Black Opens in a new window or tab",Asics,sneakers,new,163.0,running shoes,footwear,men,adult,9,US,Black,,,,,,,,,,,,,Megablast,,,,Brand New,,,,Sports Bra
Womens Size 6 1/2 Red White Blue COACH Tennis Shoes Opens in a new window or tab,COACH,sneakers,used,39.99,tennis shoes,footwear,women,,6.5,US,red,white blue,,,,,,,,,,,tennis,,,,,New (Other),,,,Running Shoes
Altra Paradigm 7 ALOA82C5444 Mens Sz 11 Light Blue Road Running GuideRail Shoes Opens in a new window or tab,Altra,sneakers,new,106.95,road running shoes,footwear,men,adult,11,US,Light Blue,,,,,,,,,road running,,,running,Paradigm 7,,ALOA82C5444,,Brand New,,,,Running Shoes
PUMA 180 Lace Up Mens Size 11.5 M Sneakers Casual Shoes 38926712 Opens in a new window or tab,PUMA,sneakers,new,39.95,lace up sneakers,footwear,men,adult,11.5,US,,,,,,lace up,,,,,casual,,,,,38926712,,,,,,Casual Dress
Nike Zoom Rival Track Spikes Mens 11.5 Blue Field & Field Jump DR2756-400 New Opens in a new window or tab,Nike,sneakers,new,39.99,track spikes,footwear,men,adult,11.5,US,Blue,,,,,,,,,,,,track and field,Zoom Rival,,DR2756-400,,New (Other),,,,Field Jacket
Size 7 - Hoka One One HOKA Clifton 9 Black White W Opens in a new window or tab,Hoka One One,sneakers,used,79.59,Clifton 9,footwear,women,adult,7,US W,Black,White,,,,,,,,,,,,Clifton 9,,,,New (Other),,,,One-Piece Swimsuit
Nike Air Jordan 9 NRG P24 Low Golf Barons Black Golfer FN6930-001 Men's Size 8 Opens in a new window or tab,Nike,sneakers,new,74.95,golf sneakers,footwear,men,adult,8,US,Black,,,,,,,,,,golf,,golf,Air Jordan 9 NRG P24 Low Golf Barons,Air Jordan,FN6930-001,,New (Other),,,,Swim Trunks
Hike HF – All-Day Comfort & Pain-Free Barefoot Shoes (Unisex) 40 women's 9 - 9.5 Opens in a new window or tab,Hike HF,sneakers,new,35.0,barefoot shoes,footwear,unisex,,9 - 9.5,,,,,,,,all-day comfort,,,,,,,,,,,other,,,,Running Shoes
Mount to Coast R1 Mens Running Shoes LightCELL GreenWhite M211W40000EE Size 10.5 Opens in a new window or tab,Mount to Coast,sneakers,new,89.0,running shoes,footwear,men,adult,10.5,US,Green,White,,,,,,,,,,,running,R1,,M211W40000EE,,,,,,Running Shoes
Nike Jordan Tatum 2 'Lemonade' Yellow Pink Men's Size 8.5 Basketball Shoes Opens in a new window or tab,Nike Jordan,sneakers,used,69.95,basketball shoes,footwear,men,adult,8.5,US,Yellow,Pink,,,,,,,,,,,basketball,Tatum 2,,,,New (Other),,,,Running Shoes
SZ 11- Nike Kobe Bryant Air Force 1 Low Protro City Of Champions Blue IM0583-400 Opens in a new window or tab,Nike,sneakers,new,169.99,Air Force 1 Low,footwear,men,adult,11,US,Blue,,,,,,,,,,,,,Kobe Bryant Air Force 1 Low Protro,,IM0583-400,,Brand New,,,,Swim Trunks
RYKA Renew Sneakers Slip On Women Size 11 Pink New w/o box Opens in a new window or tab,RYKA,sneakers,new,19.99,slip on sneakers,footwear,women,,11,US,pink,,,,,,,,,,,,,Renew,,,no,New (Other),,,,Slip-On Sneakers
Hoka One Unisex Ora Recovery Mule Black Sandals Slides Size M9 / W11 - 1147951 Opens in a new window or tab,Hoka One One,sandals,new,47.49,recovery mule,footwear,unisex,,9,US,Black,,,,,,,,,,,,,Ora Recovery Mule,,1147951,,Brand New,,,,Sandals
Nike Air Foamposite Pro Pine Green 2025 Opens in a new window or tab,Nike,sneakers,new,220.0,Air Foamposite Pro,footwear,,,13,US,Pine Green,,,,,,,,,,,,,Air Foamposite Pro,,,,Other,2025.0,,,Swim Trunks
"Nike Lebron 23 ""The Masked Menace"" EP Unisex Black IH1514-004 Size 12 Opens in a new window or tab",Nike,sneakers,new,250.0,basketball shoes,footwear,unisex,,12,US,Black,,,,,,,,,,,,basketball,Lebron 23,,IH1514-004,,Brand New,,,,Swim Trunks
Adidas Predator Accuracy.1 L FG ‘Triple White’ Men’s Sz 9 Soccer Cleats GW4576 Opens in a new window or tab,Adidas,cleats,new,139.99,soccer cleats,footwear,men,adult,9,US,White,,,,,,,,,,sport,,soccer,Predator Accuracy.1,Predator,GW4576,,,,,,Swim Trunks
Dr Scholls Heist Original Collection Black Comfortable Cushioned Shoes Sz 9M Opens in a new window or tab,Dr Scholls,sneakers,used,25.0,comfortable cushioned shoes,footwear,,,9M,US,Black,,,,,,,,,,,,,Heist Original Collection,,,,New (Other),,,,One-Piece Swimsuit
Threads 4 Thought Dress Womens Medium Purple White Navy Athletic Active Opens in a new window or tab,Threads 4 Thought,dress,used,15.42,,dresses,women,adult,M,,Purple,White Navy,,,,,,,,Athletic Active,,,,,,,,New (Other),,,248.0,Maxi Dress
Jessica Womens Pale Pink Bell Sleeve Bateau Neck Lined Sheath Dress Size 12 NWOT Opens in a new window or tab,Jessica,dress,new,24.99,sheath dress,dresses,women,adult,12,,Pale Pink,,,,,,,bell sleeve,bateau neck,,,,,,,,,NWOT,,,248.0,Maxi Dress
"NWT Betsey Johnson lacy blue combo Bell sleeve Dress, sz 6 Opens in a new window or tab",Betsey Johnson,dress,new,24.0,bell sleeve dress,dresses,women,adult,6,,blue,,,,lacy,,,bell sleeve,,,,,,,,,,NWT,,,248.0,Maxi Dress
New Listing V NCK BELL SLV DRESS BASIC 719408461787 S RT $128.0 Opens in a new window or tab,VNC,dress,new,7.0,bell sleeve dress,dresses,women,,S,,,,,,,,basic,long,,,,,,,,719408461787,,Brand New,,128.0,248.0,Maxi Dress
"Isaac Mizrahi Live! Tropical Floral Print Shirt Dress, Tropical Red, Reg 6 Opens in a new window or tab",Isaac Mizrahi,dress,new,39.99,shirt dress,dresses,women,adult,6,reg,red,,,,tropical floral print,,,,,,,,,,Live!,,,brand new,,,150.0,Shirt Dress
NEW Halara Women Sz 1X Black Stretch Athleisure Strap Split Hem Pullover Dress Opens in a new window or tab,Halara,dress,new,32.99,athleisure dress,dresses,women,,1X,,Black,,,,,,,,,athleisure,,,,,,,,Brand New,,,248.0,Maxi Dress
Natural Life Evangeline V-Neck Maxi Dress - Purple Border XS Opens in a new window or tab,Natural Life,dress,new,25.0,maxi dress,dresses,women,,XS,,Purple,,,,,,,,V-Neck,,,,,Evangeline,,,,New (Other),,,248.0,Maxi Dress
NWT Dress the Population Monroe Maxi Dress Women's Hibiscus Size Medium Opens in a new window or tab,Dress the Population,dress,new,66.0,maxi dress,dresses,women,adult,Medium,,Hibiscus,,,,,,,,,,,,,Monroe,,,,NWT,,66.0,248.0,Maxi Dress
Bebe Halter Belted Knit Dress Black Size M NWT Opens in a new window or tab,Bebe,dress,new,24.0,halter dress,dresses,women,adult,M,,Black,,Knit,,,Belted,,,Halter,,,,,,,,,NWT,,,248.0,Maxi Dress
Adrianna Papell Purple Formal Dress Size 10 New Silk Blend Cap Sleeve Formal Opens in a new window or tab,Adrianna Papell,dress,new,34.99,formal dress,dresses,women,,10,,Purple,,Silk Blend,,,,,Cap Sleeve,,,Formal,,,,,,,New (Other),,,248.0,Maxi Dress
Destination 365 Size L Regular Floral Clip Dot Chiffon Maxi Dress A643232 BANANA Opens in a new window or tab,BANANA,dress,new,19.99,maxi dress,dresses,women,,L,regular,,,chiffon,,floral,,,,,,,,,,,A643232,,other,,,248.0,Maxi Dress
LoveShackFancy Women's Blue Love Halter Maxi Dress Size XS/S Opens in a new window or tab,LoveShackFancy,dress,new,144.9,maxi dress,dresses,women,adult,XS/S,,blue,,,,,halter,,,,,,,,Love,,,,,,,248.0,Maxi Dress
NEW CONNECTED Plus Size 24W Sheath Dress Black Brown Blue Paisley Short Sleeve Opens in a new window or tab,Connected,dress,new,15.0,sheath dress,dresses,women,,24W,plus size,black,brown blue,,,paisley,,,short,,,,,,,,,,,,,248.0,Maxi Dress
NWT J. Crew Cerise Shirt-Dress In Ramie Natural Fiber Black 4P Opens in a new window or tab,J. Crew,dress,new,75.0,shirt-dress,dresses,women,,4,Petites,Black,,Ramie,,,,,,,,,,,,,,,,,,150.0,Shirt Dress
St. John Emma Stretch Wool Dress Pants SIZE 12 Navy High Rise Straight Trouser Opens in a new window or tab,St. John,pants,new,89.0,trouser,bottoms,women,adult,12,,navy,,wool,,,,high rise straight,,,,,,,Emma,,,,,,,99.0,Chino Pants
"I-N-C Womens Petite Twist Formal Dress, Bright Blue , PM Opens in a new window or tab",INC International Concepts,dress,new,39.98,formal dress,dresses,women,,M,Petite,Bright Blue,,,,,,,,,,formal,,,,,,,,,,248.0,Maxi Dress
NWT Reformation Casette Silk Maxi Dress Blonde Yellow 12 Opens in a new window or tab,Reformation,dress,new,298.0,maxi dress,dresses,women,,12,,Yellow,Blonde,Silk,,,,,,,,,,,Casette,,,,Brand New,,298.0,248.0,Maxi Dress
In Bloom By Jonquil Adeline Floral Chemise Womens Size S Lace Trim Strappy Satin Opens in a new window or tab,In Bloom By Jonquil,dress,new,12.5,chemise,dresses,women,,S,,,,satin,lace,floral,,,,,,,,,Adeline,,,,,,,,Maxi Dress
New Cinq à Sept Mckenna Midi Dress In Navy Size 6 $395 Opens in a new window or tab,Cinq à Sept,dress,new,219.94,midi dress,dresses,women,,6,,navy,,,,,,,,,,,,,Mckenna,,,,(Other),,395.0,298.0,Midi Dress
express women dress pants size 2R NEW WITH TAG Opens in a new window or tab,Express,pants,new,19.59,dress pants,bottoms,women,adult,2R,,,,,,,,,,,,,,,,,,,with tags,,,99.0,Chino Pants
"$295 Ralph Lauren Pleated Women's Satin Charmeuse Halter Gown, Martin Red, 4 Opens in a new window or tab",Ralph Lauren,dress,new,179.99,halter gown,dresses,women,adult,4,,Red,,Satin,Charmeuse,,,,,Halter,,,,,,Lauren Ralph Lauren,,,Brand New,,295.0,,Maxi Dress
"$850 BRONX AND BANCO Women's Ricky Sequin Dress, Neon Yellow, AU 6/XS Opens in a new window or tab",BRONX AND BANCO,dress,new,299.0,sequin dress,dresses,women,adult,XS,AU 6,Neon Yellow,,,,sequin,,,,,,,,,Ricky,,,,Brand New,,850.0,248.0,Maxi Dress
Few Moda Soft Lounge Long Slip Dress Small Black Opens in a new window or tab,Few Moda,dress,new,35.0,slip dress,dresses,women,,Small,,Black,,,,,,,,,,,,,,,,,,,,248.0,Maxi Dress
"Studio Park x Shawn Killinger Petite Knit Mock-Neck Maxi Dress, Black, Medium Opens in a new window or tab",Studio Park,dress,new,29.99,maxi dress,dresses,women,,Medium,petite,Black,,,,,,,,mock-neck,,,,,,,,,,,,248.0,Maxi Dress
"Calvin Klein Women's Animal Print V-Neck Slip Dress, Olive[ S] Opens in a new window or tab",Calvin Klein,dress,new,46.98,slip dress,dresses,women,adult,S,,Olive,,,,Animal Print,,,,V-Neck,,,,,,,,,,,,248.0,Maxi Dress
Few Moda Soft Lounge Long Slip Dress Medium Black Opens in a new window or tab,Few Moda,dress,new,35.0,slip dress,dresses,women,,Medium,,Black,,,,,,Skims,,,,,,,,,,,,,,248.0,Maxi Dress
Lilly Pulitzer Dress Womens Small Blue White Bodycon New Opens in a new window or tab,Lilly Pulitzer,dress,new,44.99,bodycon,dresses,women,adult,Small,,Blue,White,,,,,bodycon,,,,,,,,,,,Brand New,,,248.0,Maxi Dress
Women's Satin Jacquard Mini Babydoll Dress - Wild Fable Light Blue 4X Opens in a new window or tab,Wild Fable,dress,new,9.99,babydoll dress,dresses,women,adult,4X,,Light Blue,,Satin,Jacquard,,,,,,,,,,,,,,Brand New,,,248.0,Maxi Dress
Women's Long Sleeve Front Belted Maxi Shirtdress - Universal Thread Black XS Opens in a new window or tab,Universal Thread,dress,new,17.99,maxi shirtdress,dresses,women,adult,XS,,black,,,,,,,long,,,,,,,,,,,,,248.0,Maxi Dress
New Listing Women's Sleeveless Ruffle Maxi A-Line Dress - A New Day Black L Opens in a new window or tab,A New Day,dress,new,15.99,maxi dress,dresses,women,adult,L,,Black,,,,,,A-Line,Sleeveless,,,,,,,,,,,,,248.0,Maxi Dress
Women's Satin Jacquard Mini Babydoll Dress - Wild Fable Berry Red 1X Opens in a new window or tab,Wild Fable,dress,new,9.99,babydoll dress,dresses,women,,1X,,berry red,,satin,jacquard,,,,,,,,,,,,,,Brand New,,,248.0,Maxi Dress
Torrid Supersoft Maxi Stretch Striped Dress Women's 2X Opens in a new window or tab,Torrid,dress,new,29.99,maxi dress,dresses,women,adult,2X,,,,stretch,,striped,,,,,supersoft,,,,,,,,Brand New,,,248.0,Maxi Dress
Women's Sleeveless Ruffle Maxi A-Line Dress - A New Day Pink Floral Opens in a new window or tab,A New Day,dress,new,11.99,maxi dress,dresses,women,adult,XL,,Pink,,,,Floral,,A-Line,Sleeveless,,Sleeless Ruffle,,,,,,,,,,,248.0,Maxi Dress
Women's Sleeveless Ruffle Maxi A-Line Dress - A New Day Pink Floral Opens in a new window or tab,A New Day,dress,new,13.59,maxi dress,dresses,women,adult,S,,pink,,,,floral,,,sleeveless,,sleeveless,,,,,,,,New (Other),,,248.0,Maxi Dress
Nwt Cupshe Womens Large Fit And Flare Cover Up Dress Rosewood Color Halter Neck Opens in a new window or tab,Cupshe,dress,new,25.0,cover up dress,dresses,women,,L,,rosewood,,,,,,large,,halter neck,fit and flare,,,,,,,,Nwt,,,248.0,Maxi Dress
Women's Sleeveless Ruffle Maxi A-Line Dress - A New Day Brown Polka Opens in a new window or tab,A New Day,dress,new,13.59,maxi dress,dresses,women,adult,L,,Brown,,,,Polka,,A-Line,Sleeveless,,Sleeless Ruffle,,,,,,,,Other,,,248.0,Maxi Dress
"$189 XSCAPE Beaded Sleeveless Sheath Dress, BLACK/NUDE, SIZE-12 Opens in a new window or tab",XSCAPE,dress,new,99.99,sheath dress,dresses,women,,12,,BLACK,NUDE,,,beaded,,,sleeveless,,,,,,,,,,,,189.0,248.0,Maxi Dress
Karen Scott Hanna Dress Boots Women's Shoe | Black | 9.5 M Opens in a new window or tab,Karen Scott,boots,new,39.99,dress boots,footwear,women,adult,9.5,M,Black,,,,,,,,,,,,,Hanna,,,,Brand New,,,,Dress Shirt
"$198 Eliza J Women's One-Shoulder High-Low Hem Sleeveless Gown, Navy, 14 Opens in a new window or tab",Eliza J,dress,new,109.99,gown,dresses,women,adult,14,,Navy,,,,,,,sleeveless,one-shoulder,,,,,,,,,Brand New,,198.0,,Maxi Dress
"Alex Evenings Sequined Lace Contrast Dress, Deep Plum, SIZE-16 Opens in a new window or tab",Alex Evenings,dress,new,109.99,,dresses,women,adult,16,,Deep Plum,,Lace,,Sequined,,,,,,,,,,,,,Brand New,,109.99,248.0,Maxi Dress
"SL Fashions Metallic-Trim Capelet Sheath Dress, Black/Silver, Size- 18 Opens in a new window or tab",SL Fashions,dress,new,39.99,sheath dress,dresses,women,,18,,Black,Silver,,,,,,,,,,,,,,,,,,,248.0,Maxi Dress
Sun + Stone Women's Elizaa Pointed Toe Dress Booties | Black Smooth | 10 M Opens in a new window or tab,Sun + Stone,boots,new,32.89,dress booties,footwear,women,adult,10,M,Black,,Smooth,,,,,,,,,,,Elizaa,,,,Other,,,,One-Piece Swimsuit
Women's Sleeveless Ruffle Maxi A-Line Dress - A New Day Brown Polka Opens in a new window or tab,A New Day,dress,new,13.59,maxi dress,dresses,women,,3X,,Brown,,,,Polka,,A-Line,Sleeveless,,Sleeless Ruffle,,,,,,,,Other,,,248.0,Maxi Dress
Women's Sleeveless Ruffle Maxi A-Line Dress - A New Day Pink Floral Opens in a new window or tab,A New Day,dress,new,13.59,maxi dress,dresses,women,,XS,,pink,,,,floral,,,sleeveless,,,,,,,,,,other,,,248.0,Maxi Dress
NWT Women's XSCAPE Size 12 Black Floral Crinkle Maxi Dress Opens in a new window or tab,XSCAPE,dress,new,35.0,maxi dress,dresses,women,adult,12,,black,,,,floral,,,,,,,,,,,,,NWT,,,248.0,Maxi Dress
"Michael Kors Women's Ruched Floral Midi-Dress, Black/White, 1X Opens in a new window or tab",Michael Kors,dress,new,109.99,midi-dress,dresses,women,adult,1X,,Black,White,,,Floral,,,,,Ruched,,,,,,,,Brand New,,109.99,298.0,Midi Dress
"Attitudes by Renee Women's Sleeveless Duster & Maxi Dress Set, Plaid Black, XS Opens in a new window or tab",Attitudes by Renee,dress,new,29.99,maxi dress,dresses,women,,XS,,black,,,,plaid,,,sleeveless,,,,,,,,,,other,,,248.0,Maxi Dress
"$190 Ralph Lauren Women's Leonetta Faux Wrap Gathered Dress, Dark Fern, 14 Opens in a new window or tab",Ralph Lauren,dress,new,99.98,wrap dress,dresses,women,adult,14,,Dark Fern,,,,,,,,,,,,,Leonetta,,,,Brand New,,190.0,275.0,Wrap Dress
"Michael Kors women's Belted Linen Maxi Dress, White, Sz-3X Opens in a new window or tab",Michael Kors,dress,new,89.99,maxi dress,dresses,women,,3X,,White,,Linen,,,,,,,,,,,,,,,Brand New,,,248.0,Maxi Dress
"Adrianna Papell Women's Floral-Print Faux-Wrap Dress, RED/PINK, SIZE-6 Opens in a new window or tab",Adrianna Papell,dress,new,69.99,faux-wrap dress,dresses,women,adult,6,,RED,PINK,,,Floral-Print,,,,,,,,,,,,,Brand New,,,275.0,Wrap Dress
"Steve Madden Womens Floor-Length Ribbed Slip Lounge Dress, Zinfandel, Large Opens in a new window or tab",Steve Madden,dress,new,29.99,slip lounge dress,dresses,women,adult,Large,,Zinfandel,,ribbed,,,,,,,,,,,,,,,Brand New,,,248.0,Maxi Dress
"AQUA Women's Velvet Corset Midi Dress, Navy, Large Opens in a new window or tab",AQUA,dress,new,69.99,midi dress,dresses,women,adult,Large,,Navy,,Velvet,,,,,,,Corset,,,,,,,,Brand New,,,298.0,Midi Dress
"City Studios Juniors' Printed Bustier Fit & Flare Tulle Dress, LILAC, SIZE-11/12 Opens in a new window or tab",City Studios,dress,new,38.99,bustier fit & flare tulle dress,dresses,women,kids,11/12,,LILAC,,tulle,,printed,,bustier fit & flare,,,,,,,,,,,Brand New,,,248.0,Maxi Dress
"MSK Womens Velvet Solid Shift Dress, Red, Size M Opens in a new window or tab",MSK,dress,new,30.99,shift dress,dresses,women,adult,M,,Red,,Velvet,,Solid,,,,,,,,,,,,,Brand New,,30.99,248.0,Maxi Dress
"BCX Juniors' Combo Houndstooth-Skirt Sweater Dress, XL Opens in a new window or tab",BCX,dress,new,24.99,sweater dress,dresses,women,kids,XL,,,,,,houndstooth,,,,,,,,,,,,,Brand New,,,248.0,Maxi Dress
"City Studio Junior Dress Blue Foil-Print Drape Front Dress, SIZE-XL Opens in a new window or tab",City Studio,dress,new,35.99,,dresses,women,kids,XL,,Blue,,,,Foil-Print,,,,,,,,,,,,,Brand New,,,248.0,Maxi Dress
"AQUA Women's Rainbow Dot Belted Dress, Black, XS Opens in a new window or tab",AQUA,dress,new,49.99,belted dress,dresses,women,adult,XS,,Black,Rainbow,,,Dot,Belted,,,,,,,,,,,,Brand New,,49.99,248.0,Maxi Dress
Tucker Juliette Dress Celestial Spots Stretch Charmeuse Silk Midi Ruffles Opens in a new window or tab,Tucker,dress,new,175.0,midi dress,dresses,women,,XS,,,,silk,charmeuse,spots,,,,,,,,,Juliette,,,,,,175.0,298.0,Midi Dress
"Brielle Drawstring Shirt Dress, Black, Sz-8 Opens in a new window or tab",Brielle,dress,new,99.99,shirt dress,dresses,women,adult,8,,Black,,,,,Drawstring,,,,,,,,,,,,Brand New,,99.99,150.0,Shirt Dress
"Candace Cameron Bure Petite French Terry T-Shirt Dress , Red/White , XS Opens in a new window or tab",Candace Cameron Bure,dress,new,23.99,t-shirt dress,dresses,women,,XS,,Red,White,French Terry,,,,petite,,,,,,,,,,,Other,,,150.0,Shirt Dress
"Candace Cameron Bure Petite French Terry T-Shirt Dress , Cobalt Stripe , XS Opens in a new window or tab",Candace Cameron Bure,dress,new,23.99,t-shirt dress,dresses,women,,XS,,cobalt,,french terry,,stripe,,petite,,,,,,,,,,,other,,,150.0,Shirt Dress
"$138 kensie Women's Textured-Stripe Collared Midi Dress, White, 14 Opens in a new window or tab",Kensie,dress,used,44.99,midi dress,dresses,women,adult,14,,White,,,,textured-stripe,,,,collared,,,,,,Kensie Girl,,,New (Other),,138.0,298.0,Midi Dress
"Nic+Zoe Ruffled Up Dress Black, Sz Small Opens in a new window or tab",Nic+Zoe,dress,new,59.99,,dresses,women,,Small,,Black,,,,,,,,,,,,,Ruffled Up Dress,,,,Brand New,,59.99,248.0,Maxi Dress
"Betsy & Adam Women's Ruched Draped Gown, Navy, Size-16 Opens in a new window or tab",Betsy & Adam,dress,new,99.99,gown,dresses,women,adult,16,,Navy,,,,,,,,,,,,,,,,,New (Other),,,,Maxi Dress
"$188 kensie Women's Embroidered-Mesh Ruffled-Hem Sheath Dress, Black, SIZE-14 Opens in a new window or tab",Kensie,dress,used,39.99,sheath dress,dresses,women,,14,,Black,,,,,,,,,,,,,,,,,New (Other),,188.0,248.0,Maxi Dress
"DKNY Satin Surplice Side Knot Faux Wrap Mini Dress, PINE GREEN, SIZE-12 Opens in a new window or tab",DKNY,dress,used,29.99,mini dress,dresses,women,,12,,PINE GREEN,,satin,,,,,,,faux wrap,,,,,,,,New (Other),,,275.0,Wrap Dress
"City Studios Juniors' Ruched Sleeveless Bodycon Dress, RED, SIZE-M Opens in a new window or tab",City Studios,dress,new,21.99,bodycon dress,dresses,women,adult,M,,RED,,,,,,bodycon,sleeveless,,,,,,,,,,New (Other),,,248.0,Maxi Dress
"Betsy & Adam Petite Illusion-Yoke Feather-Cuff Dress, Black, Size 6 Opens in a new window or tab",Betsy & Adam,dress,used,39.99,illusion-yoke feather-cuff dress,dresses,women,,6,petite,black,,,,,,,,,,,,,,,,,new (other),,,248.0,Maxi Dress
"$269 Alex Evenings Women's Long Rosette Mother of The Bride Dress, Dove, Size 8 Opens in a new window or tab",Alex Evenings,dress,used,149.99,long dress,dresses,women,adult,8,,Dove,,,,,,,,,,mother of the bride,,,,,,,New (Other),,269.0,248.0,Maxi Dress
"Emerald Sundae Juniors' Ruffled Strapless Evening Gown, HUNTER, SIZE-M Opens in a new window or tab",Emerald Sundae,dress,new,39.99,evening gown,dresses,women,adult,M,,Emerald,,,,,,,,strapless,,evening,,,,,,,,,,,Maxi Dress
HANRO Cotton Clean Chemise Sleepwear Rose Pale Slip Dress Style 7709 Size L Opens in a new window or tab,HANRO,dress,new,72.49,chemise,dresses,women,,L,,Rose,Pale,Cotton,,,,,,,,Sleepwear,,,,,7709,,,,,248.0,Maxi Dress
NEW! Tahari Arthur S. Levine black and white polka dot dress - Size 16 Opens in a new window or tab,Tahari Arthur S. Levine,dress,new,48.0,polka dot dress,dresses,women,,16,,black,white,,,polka dot,,,,,,,,,,,,,Brand New,,,248.0,Maxi Dress
"Emerald Sundae Juniors' Textured Square-Neck Fit & Flare Dress, Royal Blue, S Opens in a new window or tab",Emerald Sundae,dress,new,34.99,fit & flare dress,dresses,women,adult,S,,Royal Blue,,,,,,fit & flare,,square-neck,,,,,,,,,Brand New,,,248.0,Maxi Dress
